uid;user_behavioral_profile;date;arrival_times;permanence_times;trajectory;sem_trajectory
7;0;11/09/17;[14, 14, 22, 24, 34];[13, 248, 56, 291, 8];[27, 16, 40, 16, 27];[7, 0, 1, 0, 7]
7;0;12/09/17;[32, 32, 34, 38];[7, 74, 106, 3];[23, 40, 16, 23];[7, 1, 0, 7]
7;0;13/09/17;[14, 14, 14, 30, 30];[12, 8, 467, 4, 10];[27, 53, 16, 53, 27];[7, 4, 0, 4, 7]
7;0;14/09/17;[30, 30, 32, 34, 39];[7, 55, 63, 161, 7];[23, 16, 18, 16, 23];[7, 0, 6, 0, 7]
7;0;18/09/17;[14, 14, 16, 28];[14, 53, 358, 9];[27, 50, 16, 27];[7, 2, 0, 7]
7;0;19/09/17;[30, 30, 33, 40];[6, 93, 205, 6];[23, 40, 16, 23];[7, 1, 0, 7]
7;0;20/09/17;[14, 14, 14, 27, 27];[11, 5, 379, 5, 6];[27, 53, 16, 53, 27];[7, 4, 0, 4, 7]
7;0;21/09/17;[30, 30, 32, 35, 37];[7, 57, 97, 78, 6];[23, 18, 16, 40, 23];[7, 6, 0, 1, 7]
7;0;22/09/17;[18, 18, 29];[4, 340, 9];[27, 16, 27];[7, 0, 7]
7;0;25/09/17;[16, 16, 21, 21, 32];[7, 148, 24, 309, 15];[27, 16, 18, 16, 27];[7, 0, 6, 0, 7]
7;0;26/09/17;[30, 30, 36];[2, 199, 3];[23, 16, 23];[7, 0, 7]
7;0;27/09/17;[14, 14, 14, 24, 24];[8, 7, 300, 7, 11];[27, 53, 16, 53, 27];[7, 4, 0, 4, 7]
7;0;28/09/17;[30, 30, 35];[4, 171, 7];[23, 16, 23];[7, 0, 7]
7;0;29/09/17;[16, 16, 28];[7, 365, 3];[27, 16, 27];[7, 0, 7]
7;0;02/10/17;[16, 16, 29];[13, 396, 13];[27, 16, 27];[7, 0, 7]
7;0;03/10/17;[26, 26, 33];[5, 226, 7];[23, 40, 23];[7, 1, 7]
7;0;04/10/17;[14, 14, 14, 31, 31];[16, 4, 495, 7, 16];[27, 53, 16, 53, 27];[7, 4, 0, 4, 7]
7;0;05/10/17;[30, 30, 36];[5, 180, 7];[23, 16, 23];[7, 0, 7]
7;0;06/10/17;[16, 16, 27];[4, 343, 6];[27, 16, 27];[7, 0, 7]
7;0;09/10/17;[14, 14, 14, 15, 21, 22, 35];[9, 15, 24, 184, 14, 401, 8];[27, 50, 40, 16, 27, 16, 27];[7, 2, 1, 0, 7, 0, 7]
7;0;10/10/17;[28, 28, 37];[3, 288, 6];[23, 16, 23];[7, 0, 7]
7;0;11/10/17;[10, 10, 10, 20, 20];[7, 4, 289, 8, 8];[27, 53, 16, 53, 27];[7, 4, 0, 4, 7]
7;0;12/10/17;[28, 28, 31, 36];[4, 115, 121, 7];[23, 16, 18, 23];[7, 0, 6, 7]
7;0;13/10/17;[18, 18, 19, 20, 23, 33];[5, 42, 39, 74, 290, 3];[27, 50, 50, 50, 16, 27];[7, 2, 2, 2, 0, 7]
7;0;16/10/17;[18, 18, 27];[6, 286, 11];[27, 16, 27];[7, 0, 7]
7;0;17/10/17;[28, 28, 34];[5, 178, 7];[23, 16, 23];[7, 0, 7]
7;0;18/10/17;[14, 14, 14, 20, 29, 29];[10, 8, 172, 283, 6, 7];[27, 53, 54, 16, 53, 27];[7, 4, 3, 0, 4, 7]
7;0;19/10/17;[30, 30, 32, 37];[7, 79, 145, 6];[23, 16, 18, 23];[7, 0, 6, 7]
7;0;20/10/17;[16, 16, 28];[5, 365, 6];[27, 16, 27];[7, 0, 7]
7;0;23/10/17;[16, 16, 18, 28];[10, 79, 275, 15];[27, 50, 16, 27];[7, 2, 0, 7]
7;0;24/10/17;[28, 28, 37];[2, 290, 7];[23, 16, 23];[7, 0, 7]
7;0;25/10/17;[10, 10, 10, 23, 24];[15, 4, 398, 7, 8];[27, 53, 16, 53, 27];[7, 4, 0, 4, 7]
7;0;26/10/17;[30, 30, 37];[6, 205, 3];[23, 16, 23];[7, 0, 7]
7;0;27/10/17;[16, 16, 20, 22, 28];[4, 141, 59, 183, 8];[27, 16, 50, 16, 27];[7, 0, 2, 0, 7]
7;0;30/10/17;[14, 14, 23, 24];[13, 270, 37, 15];[27, 16, 18, 27];[7, 0, 6, 7]
7;0;31/10/17;[26, 26, 28, 35];[5, 77, 216, 6];[23, 40, 16, 23];[7, 1, 0, 7]
7;0;01/11/17;[12, 12, 12, 22, 22];[14, 6, 294, 6, 9];[27, 53, 16, 53, 27];[7, 4, 0, 4, 7]
7;0;02/11/17;[28, 28, 32, 37];[7, 117, 169, 4];[23, 16, 18, 23];[7, 0, 6, 7]
7;0;03/11/17;[16, 16, 23, 24, 31];[4, 210, 35, 230, 6];[27, 16, 50, 16, 27];[7, 0, 2, 0, 7]
7;0;06/11/17;[16, 16, 29];[10, 399, 8];[27, 16, 27];[7, 0, 7]
7;0;07/11/17;[30, 30, 35, 43];[7, 150, 251, 7];[23, 40, 16, 23];[7, 1, 0, 7]
7;0;08/11/17;[14, 14, 14, 34, 34];[9, 4, 608, 8, 11];[27, 53, 16, 53, 27];[7, 4, 0, 4, 7]
7;0;09/11/17;[26, 26, 28, 32];[3, 64, 134, 3];[23, 40, 42, 23];[7, 1, 5, 7]
7;0;10/11/17;[16, 16, 17, 18, 28];[4, 41, 41, 282, 6];[27, 50, 52, 16, 27];[7, 2, 2, 0, 7]
7;0;13/11/17;[16, 16, 24, 26];[6, 240, 69, 11];[27, 16, 40, 27];[7, 0, 1, 7]
7;0;14/11/17;[32, 32, 38, 47];[2, 184, 264, 5];[23, 16, 42, 23];[7, 0, 5, 7]
7;0;15/11/17;[14, 14, 14, 25, 25];[7, 8, 336, 4, 10];[27, 53, 16, 53, 27];[7, 4, 0, 4, 7]
7;0;16/11/17;[28, 28, 33];[7, 164, 4];[23, 18, 23];[7, 6, 7]
7;0;17/11/17;[16, 16, 25, 25];[9, 261, 26, 5];[27, 16, 50, 27];[7, 0, 2, 7]
7;0;20/11/17;[14, 14, 24];[9, 320, 11];[27, 16, 27];[7, 0, 7]
7;0;21/11/17;[32, 32, 42];[6, 294, 2];[23, 16, 23];[7, 0, 7]
7;0;22/11/17;[12, 12, 12, 28, 28];[13, 5, 469, 5, 16];[27, 53, 16, 53, 27];[7, 4, 0, 4, 7]
7;0;23/11/17;[26, 26, 28, 36];[4, 61, 253, 3];[23, 40, 16, 23];[7, 1, 0, 7]
7;0;24/11/17;[14, 14, 17, 19, 32];[9, 96, 55, 390, 5];[27, 16, 50, 16, 27];[7, 0, 2, 0, 7]
7;0;27/11/17;[18, 18, 30];[9, 375, 7];[27, 16, 27];[7, 0, 7]
7;0;28/11/17;[32, 32, 41];[4, 276, 5];[23, 16, 23];[7, 0, 7]
7;0;29/11/17;[10, 10, 10, 18, 22, 22];[16, 7, 245, 94, 5, 15];[27, 53, 16, 19, 53, 27];[7, 4, 0, 0, 4, 7]
7;0;30/11/17;[30, 30, 38];[6, 255, 6];[23, 16, 23];[7, 0, 7]
7;0;01/12/17;[12, 12, 13, 25];[3, 56, 351, 3];[27, 50, 16, 27];[7, 2, 0, 7]
7;0;02/12/17;[18, 18, 18, 24, 24, 28, 29];[9, 14, 165, 12, 123, 12, 8];[24, 13, 11, 13, 54, 13, 24];[7, 4, 5, 4, 3, 4, 7]
7;0;04/12/17;[14, 14, 19, 21, 30];[9, 141, 79, 255, 10];[27, 16, 18, 16, 27];[7, 0, 6, 0, 7]
7;0;05/12/17;[32, 32, 34, 41];[4, 58, 210, 2];[23, 40, 16, 23];[7, 1, 0, 7]
7;0;06/12/17;[14, 14, 14, 30, 30];[8, 8, 472, 7, 6];[27, 53, 16, 53, 27];[7, 4, 0, 4, 7]
7;0;07/12/17;[24, 24, 28, 37];[6, 143, 242, 7];[23, 40, 16, 23];[7, 1, 0, 7]
7;0;08/12/17;[14, 14, 26];[7, 379, 4];[27, 16, 27];[7, 0, 7]
7;0;10/12/17;[20, 20, 20, 32, 32];[13, 15, 341, 6, 12];[24, 13, 11, 13, 24];[7, 4, 5, 4, 7]
7;0;11/12/17;[18, 18, 31];[14, 393, 11];[27, 16, 27];[7, 0, 7]
7;0;12/12/17;[28, 28, 31, 34];[2, 113, 90, 3];[23, 16, 42, 23];[7, 0, 5, 7]
7;0;13/12/17;[14, 14, 14, 19, 25, 25];[15, 6, 154, 171, 6, 15];[27, 53, 16, 19, 53, 27];[7, 4, 0, 0, 4, 7]
7;0;14/12/17;[28, 28, 33];[3, 152, 7];[23, 18, 23];[7, 6, 7]
7;0;15/12/17;[10, 10, 30];[3, 623, 6];[27, 16, 27];[7, 0, 7]
7;0;18/12/17;[16, 16, 22, 27];[14, 173, 157, 12];[27, 16, 18, 27];[7, 0, 6, 7]
7;0;19/12/17;[32, 32, 33, 40];[7, 52, 195, 4];[23, 42, 16, 23];[7, 5, 0, 7]
7;0;20/12/17;[14, 14, 14, 15, 23, 25, 26];[11, 5, 40, 221, 79, 4, 6];[27, 53, 54, 16, 50, 53, 27];[7, 4, 3, 0, 2, 4, 7]
7;0;21/12/17;[28, 28, 32, 38];[7, 125, 191, 3];[23, 18, 16, 23];[7, 6, 0, 7]
7;0;22/12/17;[14, 14, 22, 23, 34];[6, 256, 21, 333, 8];[27, 16, 50, 16, 27];[7, 0, 2, 0, 7]
7;0;09/01/18;[28, 28, 35];[2, 210, 4];[23, 16, 23];[7, 0, 7]
7;0;15/01/18;[16, 16, 29];[13, 386, 9];[27, 16, 27];[7, 0, 7]
7;0;23/01/18;[30, 30, 33, 38];[3, 114, 123, 5];[23, 16, 42, 23];[7, 0, 5, 7]
7;0;25/01/18;[28, 28, 34];[6, 201, 5];[23, 16, 23];[7, 0, 7]
7;0;01/03/18;[32, 32, 35, 36, 37, 43];[6, 89, 47, 23, 181, 4];[23, 16, 18, 40, 18, 23];[7, 0, 6, 1, 6, 7]
7;0;02/03/18;[12, 12, 13, 17, 24];[4, 31, 134, 196, 4];[27, 54, 42, 42, 27];[7, 3, 5, 5, 7]
7;0;05/03/18;[18, 18, 19, 20, 22, 36];[18, 27, 16, 71, 432, 15];[27, 40, 53, 40, 16, 27];[7, 1, 4, 1, 0, 7]
7;0;06/03/18;[26, 26, 28, 38];[6, 70, 297, 6];[23, 40, 42, 23];[7, 1, 5, 7]
7;0;07/03/18;[8, 8, 8, 9, 14, 23, 23];[14, 5, 14, 157, 262, 7, 11];[27, 53, 27, 54, 16, 53, 27];[7, 4, 7, 3, 0, 4, 7]
7;0;08/03/18;[30, 30, 36];[5, 185, 6];[23, 16, 23];[7, 0, 7]
7;0;09/03/18;[8, 8, 10, 10, 13, 14, 14, 17];[9, 71, 7, 74, 35, 13, 82, 10];[27, 40, 27, 18, 40, 53, 54, 27];[7, 1, 7, 6, 1, 4, 3, 7]
7;0;12/03/18;[18, 18, 19, 19, 27, 29];[10, 20, 10, 249, 51, 12];[27, 40, 27, 16, 40, 27];[7, 1, 7, 0, 1, 7]
7;0;13/03/18;[30, 30, 34, 34, 35, 37];[2, 137, 4, 12, 62, 7];[23, 16, 53, 53, 50, 23];[7, 0, 4, 4, 2, 7]
7;0;14/03/18;[8, 8, 8, 22, 22];[13, 8, 407, 5, 14];[27, 53, 16, 53, 27];[7, 4, 0, 4, 7]
7;0;15/03/18;[30, 30, 33, 34, 39];[3, 98, 19, 154, 5];[23, 16, 53, 16, 23];[7, 0, 4, 0, 7]
7;0;16/03/18;[12, 12, 19, 21];[17, 208, 48, 4];[27, 42, 50, 27];[7, 5, 2, 7]
7;0;18/03/18;[22, 22, 22, 27, 32, 32];[7, 5, 150, 151, 13, 12];[24, 13, 54, 11, 13, 24];[7, 4, 3, 5, 4, 7]
7;0;19/03/18;[18, 18, 25, 36];[15, 216, 315, 9];[27, 54, 16, 27];[7, 3, 0, 7]
7;0;20/03/18;[30, 30, 34, 44];[13, 124, 284, 6];[23, 54, 42, 23];[7, 3, 5, 7]
7;0;21/03/18;[10, 10, 10, 23, 23];[5, 5, 403, 6, 12];[27, 53, 42, 53, 27];[7, 4, 5, 4, 7]
7;0;22/03/18;[30, 30, 32, 35, 41];[3, 65, 84, 192, 4];[23, 18, 40, 54, 23];[7, 6, 1, 3, 7]
7;0;23/03/18;[8, 8, 8, 9, 17, 23];[4, 17, 9, 265, 174, 5];[27, 50, 53, 16, 54, 27];[7, 2, 4, 0, 3, 7]
7;0;26/03/18;[18, 18, 20, 31];[15, 50, 353, 11];[27, 40, 16, 27];[7, 1, 0, 7]
7;0;27/03/18;[28, 28, 30, 34, 36];[4, 63, 127, 51, 3];[23, 18, 16, 40, 23];[7, 6, 0, 1, 7]
7;0;28/03/18;[6, 6, 6, 9, 14, 14];[15, 9, 89, 144, 6, 13];[27, 53, 16, 42, 53, 27];[7, 4, 0, 5, 4, 7]
7;0;29/03/18;[30, 30, 33, 33, 38];[3, 88, 24, 134, 3];[23, 18, 40, 16, 23];[7, 6, 1, 0, 7]
7;0;30/03/18;[8, 8, 19];[4, 328, 9];[27, 16, 27];[7, 0, 7]
7;0;02/04/18;[20, 20, 33];[15, 381, 7];[27, 16, 27];[7, 0, 7]
7;0;03/04/18;[28, 28, 28, 32, 33, 40];[5, 4, 127, 15, 223, 8];[23, 53, 42, 53, 16, 23];[7, 4, 5, 4, 0, 7]
7;0;04/04/18;[6, 6, 6, 10, 12, 12, 15, 18, 18];[12, 8, 108, 71, 4, 94, 74, 7, 8];[27, 53, 54, 50, 53, 18, 50, 53, 27];[7, 4, 3, 2, 4, 6, 2, 4, 7]
7;0;05/04/18;[28, 28, 34];[6, 181, 5];[23, 18, 23];[7, 6, 7]
7;0;06/04/18;[10, 10, 20];[4, 296, 4];[27, 42, 27];[7, 5, 7]
7;0;09/04/18;[16, 16, 21, 22, 23, 29];[6, 172, 12, 25, 194, 13];[27, 42, 53, 50, 16, 27];[7, 5, 4, 2, 0, 7]
7;0;10/04/18;[26, 26, 29, 30, 30, 37];[2, 106, 12, 15, 223, 3];[23, 40, 53, 23, 54, 23];[7, 1, 4, 7, 3, 7]
7;0;11/04/18;[6, 6, 6, 8, 11, 15, 25, 26];[13, 5, 61, 77, 135, 304, 9, 6];[27, 53, 40, 16, 54, 16, 53, 27];[7, 4, 1, 0, 3, 0, 4, 7]
7;0;12/04/18;[32, 32, 39];[3, 211, 5];[23, 18, 23];[7, 6, 7]
7;0;13/04/18;[10, 10, 16, 17, 18, 32];[6, 180, 49, 34, 394, 6];[27, 16, 50, 18, 16, 27];[7, 0, 2, 6, 0, 7]
7;0;16/04/18;[20, 20, 21, 29];[14, 40, 222, 10];[27, 40, 54, 27];[7, 1, 3, 7]
7;0;17/04/18;[26, 26, 28, 35];[2, 66, 226, 4];[23, 40, 42, 23];[7, 1, 5, 7]
7;0;18/04/18;[6, 6, 6, 9, 12, 17, 17];[15, 6, 70, 100, 143, 7, 5];[27, 53, 18, 54, 18, 53, 27];[7, 4, 6, 3, 6, 4, 7]
7;0;19/04/18;[30, 30, 33, 33, 38];[6, 90, 5, 157, 4];[23, 16, 23, 16, 23];[7, 0, 7, 0, 7]
7;0;20/04/18;[12, 12, 30];[7, 548, 9];[27, 16, 27];[7, 0, 7]
7;0;23/04/18;[16, 16, 18, 18, 19, 19, 27];[14, 49, 9, 32, 14, 221, 11];[27, 54, 27, 42, 53, 42, 27];[7, 3, 7, 5, 4, 5, 7]
7;0;24/04/18;[26, 26, 29, 31, 37];[3, 113, 63, 168, 2];[23, 40, 18, 16, 23];[7, 1, 6, 0, 7]
7;0;25/04/18;[6, 6, 6, 10, 17, 17];[16, 4, 100, 231, 6, 13];[27, 53, 54, 16, 53, 27];[7, 4, 3, 0, 4, 7]
7;0;26/04/18;[30, 30, 33, 33, 35, 38];[6, 86, 23, 53, 95, 4];[23, 42, 40, 40, 18, 23];[7, 5, 1, 1, 6, 7]
7;0;27/04/18;[10, 10, 10, 12, 17, 17];[5, 17, 40, 163, 3, 4];[27, 50, 40, 18, 53, 27];[7, 2, 1, 6, 4, 7]
7;0;30/04/18;[20, 20, 25, 27, 30];[13, 144, 57, 87, 15];[27, 16, 42, 40, 27];[7, 0, 5, 1, 7]
7;0;01/05/18;[26, 26, 29, 34];[3, 93, 158, 5];[23, 40, 54, 23];[7, 1, 3, 7]
7;0;02/05/18;[2, 2, 2, 8, 13, 13];[17, 6, 165, 163, 4, 5];[27, 53, 16, 54, 53, 27];[7, 4, 0, 3, 4, 7]
7;0;03/05/18;[30, 30, 33, 38];[5, 108, 146, 3];[23, 16, 18, 23];[7, 0, 6, 7]
7;0;04/05/18;[12, 12, 12, 12, 15, 20];[5, 13, 4, 82, 162, 10];[27, 53, 27, 16, 42, 27];[7, 4, 7, 0, 5, 7]
7;0;07/05/18;[20, 20, 21, 23, 25, 29, 31];[13, 26, 73, 58, 112, 73, 9];[27, 40, 54, 42, 54, 40, 27];[7, 1, 3, 5, 3, 1, 7]
7;0;08/05/18;[26, 26, 29, 29, 29, 34];[5, 88, 8, 15, 152, 7];[23, 40, 23, 53, 16, 23];[7, 1, 7, 4, 0, 7]
7;0;09/05/18;[4, 4, 4, 6, 8, 18, 18];[9, 5, 64, 53, 295, 9, 6];[27, 53, 50, 54, 42, 53, 27];[7, 4, 2, 3, 5, 4, 7]
7;0;10/05/18;[30, 30, 33, 43];[3, 102, 287, 5];[23, 16, 54, 23];[7, 0, 3, 7]
7;0;11/05/18;[12, 12, 17, 17, 17, 18, 30];[9, 149, 4, 16, 3, 362, 7];[27, 54, 27, 53, 27, 16, 27];[7, 3, 7, 4, 7, 0, 7]
7;0;14/05/18;[22, 22, 34];[20, 360, 12];[27, 16, 27];[7, 0, 7]
7;0;15/05/18;[26, 26, 29, 29, 32];[3, 101, 10, 69, 6];[23, 40, 53, 40, 23];[7, 1, 4, 1, 7]
7;0;16/05/18;[2, 2, 2, 4, 7, 8, 10, 20, 20];[9, 6, 64, 91, 36, 53, 287, 8, 15];[27, 53, 40, 18, 40, 40, 16, 53, 27];[7, 4, 1, 6, 1, 1, 0, 4, 7]
7;0;17/05/18;[30, 30, 32, 40];[5, 59, 237, 4];[23, 18, 18, 23];[7, 6, 6, 7]
7;0;18/05/18;[12, 12, 15, 16, 18, 19, 20, 23];[8, 86, 33, 73, 17, 42, 94, 3];[27, 42, 50, 54, 40, 50, 16, 27];[7, 5, 2, 3, 1, 2, 0, 7]
7;0;21/05/18;[20, 20, 23, 25, 30];[14, 97, 48, 150, 9];[27, 16, 54, 42, 27];[7, 0, 3, 5, 7]
7;0;22/05/18;[26, 26, 31, 35];[5, 167, 106, 5];[23, 40, 18, 23];[7, 1, 6, 7]
7;0;23/05/18;[4, 4, 4, 5, 7, 20, 20];[16, 7, 13, 59, 399, 7, 7];[27, 53, 27, 18, 16, 53, 27];[7, 4, 7, 6, 0, 4, 7]
7;0;24/05/18;[32, 32, 37, 44];[5, 148, 220, 6];[23, 16, 42, 23];[7, 0, 5, 7]
7;0;25/05/18;[12, 12, 20, 23];[3, 244, 89, 3];[27, 16, 42, 27];[7, 0, 5, 7]
7;0;28/05/18;[20, 20, 20, 21, 25, 27, 29];[13, 15, 9, 121, 77, 47, 9];[27, 53, 53, 54, 18, 40, 27];[7, 4, 4, 3, 6, 1, 7]
7;0;29/05/18;[28, 28, 36];[8, 248, 4];[23, 42, 23];[7, 5, 7]
7;0;30/05/18;[2, 2, 2, 7, 9, 12, 12, 20, 20];[13, 9, 141, 48, 96, 7, 229, 8, 11];[27, 53, 54, 40, 54, 53, 42, 53, 27];[7, 4, 3, 1, 3, 4, 5, 4, 7]
7;0;31/05/18;[30, 30, 31, 33, 41];[6, 45, 58, 248, 5];[23, 18, 16, 42, 23];[7, 6, 0, 5, 7]
7;0;06/06/18;[8, 8, 8, 9, 14, 19, 27, 28];[7, 5, 37, 155, 127, 266, 4, 6];[27, 53, 40, 18, 54, 16, 53, 27];[7, 4, 1, 6, 3, 0, 4, 7]
8;0;01/09/17;[18, 18, 22, 22, 29];[4, 116, 2, 217, 3];[23, 10, 23, 11, 23];[7, 6, 7, 5, 7]
8;0;04/09/17;[14, 14, 22, 30];[8, 243, 251, 10];[23, 3, 11, 23];[7, 0, 5, 7]
8;0;05/09/17;[28, 28, 37];[8, 286, 10];[23, 3, 23];[7, 0, 7]
8;0;06/09/17;[14, 14, 14, 20, 20, 24, 24];[10, 17, 164, 7, 117, 12, 6];[23, 7, 3, 7, 3, 7, 23];[7, 4, 0, 4, 0, 4, 7]
8;0;07/09/17;[28, 28, 33, 37];[5, 145, 122, 9];[23, 3, 10, 23];[7, 0, 6, 7]
8;0;08/09/17;[18, 18, 29];[3, 337, 6];[23, 3, 23];[7, 0, 7]
8;0;11/09/17;[14, 14, 21, 32];[7, 214, 339, 6];[23, 3, 11, 23];[7, 0, 5, 7]
8;0;12/09/17;[30, 30, 35, 45];[6, 153, 293, 7];[23, 3, 44, 23];[7, 0, 5, 7]
8;0;13/09/17;[14, 14, 14, 24, 25, 32, 32];[10, 12, 290, 29, 210, 15, 5];[23, 7, 3, 47, 3, 7, 23];[7, 4, 0, 2, 0, 4, 7]
8;0;14/09/17;[32, 32, 42];[7, 318, 7];[23, 3, 23];[7, 0, 7]
8;0;15/09/17;[16, 16, 28];[3, 378, 3];[23, 3, 23];[7, 0, 7]
8;0;18/09/17;[16, 16, 27];[5, 326, 5];[23, 3, 23];[7, 0, 7]
8;0;19/09/17;[30, 30, 36];[5, 200, 7];[23, 3, 23];[7, 0, 7]
8;0;20/09/17;[12, 12, 13, 25, 25];[10, 20, 366, 15, 10];[23, 7, 3, 7, 23];[7, 4, 0, 4, 7]
8;0;21/09/17;[30, 30, 36];[9, 189, 8];[23, 3, 23];[7, 0, 7]
8;0;22/09/17;[18, 18, 30];[4, 368, 2];[23, 3, 23];[7, 0, 7]
8;0;23/09/17;[18, 18, 18, 20, 28, 29];[7, 11, 70, 230, 21, 3];[27, 53, 43, 18, 53, 27];[7, 4, 5, 6, 4, 7]
8;0;25/09/17;[16, 16, 22, 22, 33];[10, 188, 9, 327, 6];[23, 3, 23, 3, 23];[7, 0, 7, 0, 7]
8;0;26/09/17;[30, 30, 31, 39];[9, 42, 224, 2];[23, 10, 3, 23];[7, 6, 0, 7]
8;0;27/09/17;[12, 12, 12, 16, 17, 24, 25];[5, 11, 127, 7, 239, 21, 7];[23, 7, 3, 7, 3, 7, 23];[7, 4, 0, 4, 0, 4, 7]
8;0;28/09/17;[28, 28, 41];[7, 384, 7];[23, 3, 23];[7, 0, 7]
8;0;29/09/17;[20, 20, 31];[2, 354, 3];[23, 3, 23];[7, 0, 7]
8;0;02/10/17;[14, 14, 25];[4, 331, 10];[23, 3, 23];[7, 0, 7]
8;0;03/10/17;[30, 30, 39];[8, 280, 2];[23, 3, 23];[7, 0, 7]
8;0;04/10/17;[12, 12, 12, 23, 23];[7, 8, 321, 13, 7];[23, 7, 3, 7, 23];[7, 4, 0, 4, 7]
8;0;05/10/17;[32, 32, 46];[8, 419, 7];[23, 3, 23];[7, 0, 7]
8;0;06/10/17;[18, 18, 28];[4, 303, 3];[23, 3, 23];[7, 0, 7]
8;0;09/10/17;[12, 12, 16, 24];[4, 121, 260, 8];[23, 3, 11, 23];[7, 0, 5, 7]
8;0;10/10/17;[30, 30, 36];[6, 197, 6];[23, 3, 23];[7, 0, 7]
8;0;11/10/17;[12, 12, 12, 23, 23];[5, 19, 320, 13, 7];[23, 7, 3, 7, 23];[7, 4, 0, 4, 7]
8;0;12/10/17;[32, 32, 41];[9, 266, 9];[23, 3, 23];[7, 0, 7]
8;0;13/10/17;[18, 18, 24, 31];[2, 205, 184, 5];[23, 3, 1, 23];[7, 0, 3, 7]
8;0;16/10/17;[14, 14, 22, 29];[10, 256, 187, 10];[23, 3, 11, 23];[7, 0, 5, 7]
8;0;17/10/17;[30, 30, 40];[9, 316, 2];[23, 3, 23];[7, 0, 7]
8;0;18/10/17;[16, 16, 16, 29, 29];[9, 10, 374, 8, 5];[23, 7, 3, 7, 23];[7, 4, 0, 4, 7]
8;0;19/10/17;[34, 34, 40];[8, 192, 6];[23, 10, 23];[7, 6, 7]
8;0;20/10/17;[16, 16, 22, 28];[4, 185, 181, 5];[23, 10, 3, 23];[7, 6, 0, 7]
8;0;23/10/17;[14, 14, 24];[4, 314, 6];[23, 3, 23];[7, 0, 7]
8;0;24/10/17;[28, 28, 30, 35];[7, 59, 165, 7];[23, 3, 44, 23];[7, 0, 5, 7]
8;0;25/10/17;[14, 14, 14, 20, 20, 34, 35];[10, 15, 172, 6, 417, 21, 7];[23, 7, 3, 7, 3, 7, 23];[7, 4, 0, 4, 0, 4, 7]
8;0;26/10/17;[30, 30, 41];[9, 333, 9];[23, 3, 23];[7, 0, 7]
8;0;27/10/17;[18, 18, 25, 33];[6, 210, 240, 2];[23, 10, 3, 23];[7, 6, 0, 7]
8;0;30/10/17;[12, 12, 19, 24];[16, 197, 170, 4];[23, 3, 11, 23];[7, 0, 5, 7]
8;0;31/10/17;[32, 32, 41];[10, 276, 9];[23, 3, 23];[7, 0, 7]
8;0;01/11/17;[14, 14, 14, 22, 23, 24];[7, 21, 235, 26, 12, 9];[23, 7, 3, 47, 7, 23];[7, 4, 0, 2, 4, 7]
8;0;02/11/17;[32, 32, 42];[9, 306, 5];[23, 3, 23];[7, 0, 7]
8;0;03/11/17;[18, 18, 27, 34];[4, 267, 215, 6];[23, 10, 3, 23];[7, 6, 0, 7]
8;0;06/11/17;[16, 16, 26];[4, 296, 3];[23, 3, 23];[7, 0, 7]
8;0;07/11/17;[30, 30, 38];[4, 250, 4];[23, 10, 23];[7, 6, 7]
8;0;08/11/17;[12, 12, 12, 20, 21, 31, 32];[5, 14, 233, 22, 323, 16, 5];[23, 7, 3, 7, 3, 7, 23];[7, 4, 0, 4, 0, 4, 7]
8;0;09/11/17;[34, 34, 42];[9, 239, 8];[23, 3, 23];[7, 0, 7]
8;0;10/11/17;[20, 20, 31];[3, 342, 2];[23, 3, 23];[7, 0, 7]
8;0;13/11/17;[12, 12, 16, 24];[10, 110, 265, 10];[23, 3, 11, 23];[7, 0, 5, 7]
8;0;14/11/17;[34, 34, 39, 46];[7, 155, 208, 3];[23, 3, 44, 23];[7, 0, 5, 7]
8;0;15/11/17;[14, 14, 14, 19, 20, 24, 24];[8, 15, 155, 23, 108, 12, 9];[23, 7, 3, 7, 3, 7, 23];[7, 4, 0, 4, 0, 4, 7]
8;0;16/11/17;[34, 34, 39, 42];[9, 163, 88, 6];[23, 3, 10, 23];[7, 0, 6, 7]
8;0;17/11/17;[16, 16, 26];[5, 313, 5];[23, 3, 23];[7, 0, 7]
8;0;20/11/17;[12, 12, 23];[9, 332, 6];[23, 3, 23];[7, 0, 7]
8;0;21/11/17;[32, 32, 35, 37];[5, 98, 60, 9];[23, 3, 44, 23];[7, 0, 5, 7]
8;0;22/11/17;[10, 10, 10, 20, 20];[7, 17, 292, 8, 5];[23, 7, 3, 7, 23];[7, 4, 0, 4, 7]
8;0;23/11/17;[30, 30, 39];[7, 273, 6];[23, 3, 23];[7, 0, 7]
8;0;24/11/17;[16, 16, 18, 18, 28];[5, 65, 6, 304, 5];[23, 10, 23, 3, 23];[7, 6, 7, 0, 7]
8;0;27/11/17;[16, 16, 21, 24, 35];[7, 150, 86, 331, 8];[23, 3, 11, 3, 23];[7, 0, 5, 0, 7]
8;0;28/11/17;[30, 30, 35, 45];[8, 159, 305, 4];[23, 10, 3, 23];[7, 6, 0, 7]
8;0;29/11/17;[12, 12, 12, 18, 19, 27, 28];[7, 19, 163, 23, 257, 20, 9];[23, 7, 3, 7, 3, 7, 23];[7, 4, 0, 4, 0, 4, 7]
8;0;30/11/17;[30, 30, 37];[5, 205, 5];[23, 3, 23];[7, 0, 7]
